0,17/04/2018 10:05:43,true 
0,17/04/2018 10:05:43,true 
0,17/04/2018 10:05:45,true 
0,17/04/2018 10:05:46,true 
0,17/04/2018 10:05:47,true 
0,17/04/2018 10:05:48,true 
0,17/04/2018 10:05:49,true 
0,17/04/2018 10:05:50,true 
0,17/04/2018 10:05:51,true 
0,17/04/2018 10:05:52,true 
0,17/04/2018 10:05:53,true 
0,17/04/2018 10:05:54,true 
0,17/04/2018 10:05:55,true 
0,17/04/2018 10:05:56,true 
0,17/04/2018 10:05:57,true 
0,17/04/2018 10:05:58,true 
0,17/04/2018 10:05:59,true 
1,17/04/2018 10:06:00,true 
1,17/04/2018 10:06:01,true 
1,17/04/2018 10:06:03,true 
1,17/04/2018 10:06:04,true 
1,17/04/2018 10:06:05,true 
1,17/04/2018 10:06:06,true 
1,17/04/2018 10:06:07,true 
1,17/04/2018 10:06:08,true 
1,17/04/2018 10:06:09,true 
1,17/04/2018 10:06:10,true 
1,17/04/2018 10:06:11,true 
1,17/04/2018 10:06:12,true 
1,17/04/2018 10:06:13,true 
1,17/04/2018 10:06:14,true 
1,17/04/2018 10:06:15,true 
1,17/04/2018 10:06:16,true 
1,17/04/2018 10:06:17,true 
1,17/04/2018 10:06:18,true 
1,17/04/2018 10:06:19,true 
1,17/04/2018 10:06:21,true 
1,17/04/2018 10:06:22,true 
1,17/04/2018 10:06:23,true 
1,17/04/2018 10:06:24,true 
1,17/04/2018 10:06:25,true 
1,17/04/2018 10:06:26,true 
1,17/04/2018 10:06:27,true 
1,17/04/2018 10:06:28,true 
1,17/04/2018 10:06:29,true 
1,17/04/2018 10:06:30,true 
1,17/04/2018 10:06:31,true 
1,17/04/2018 10:06:32,true 
1,17/04/2018 10:06:33,true 
1,17/04/2018 10:06:34,true 
1,17/04/2018 10:06:35,true 
1,17/04/2018 10:06:36,true 
1,17/04/2018 10:06:38,true 
1,17/04/2018 10:06:39,true 
1,17/04/2018 10:06:40,true 
1,17/04/2018 10:06:41,true 
1,17/04/2018 10:06:42,true 
1,17/04/2018 10:06:43,true 
1,17/04/2018 10:06:44,true 
1,17/04/2018 10:06:45,true 
1,17/04/2018 10:06:46,true 
1,17/04/2018 10:06:47,true 
1,17/04/2018 10:06:48,true 
1,17/04/2018 10:06:49,true 
1,17/04/2018 10:06:50,true 
1,17/04/2018 10:06:51,true 
1,17/04/2018 10:06:52,true 
1,17/04/2018 10:06:53,true 
1,17/04/2018 10:06:54,true 
1,17/04/2018 10:06:56,true 
1,17/04/2018 10:06:57,true 
1,17/04/2018 10:06:58,true 
1,17/04/2018 10:06:59,true 
1,17/04/2018 10:07:00,true 
1,17/04/2018 10:07:01,true 
1,17/04/2018 10:07:02,true 
1,17/04/2018 10:07:03,true 
1,17/04/2018 10:07:04,true 
1,17/04/2018 10:07:05,true 
1,17/04/2018 10:07:06,true 
1,17/04/2018 10:07:07,true 
1,17/04/2018 10:07:08,true 
